symbol	chrom	start	length	strand	score	exons
CNTNAP3	chr9	39072766	215537	-	11	0,1245,4373,72,233,231,6815,88,892,134,1573,225,11263,240,2346,219,1028,171,5245,128,8815,157,14672,204,7383,120,3601,107,5459,172,15955,144,5292,262,4318,144,1225,185,654,204,14767,148,45717,194,27709,111,20973,324
SLC35E1	chr19	16549836	22546	-	12	0,4073,1242,246,11134,126,1374,138,3342,71,361,439
KAT6A	chr8	41929478	122548	-	64	0,5389,2388,313,3273,603,604,952,747,232,2611,94,1066,162,1309,142,5932,116,19292,119,2185,320,1314,136,2068,82,911,116,5500,109,60814,925,2598,126
LINC00472	chr6	71407864	12881	-	8	0,8695,760,124,1245,66,1311,680
ZNF696	chr8	143291388	8562	+	8	0,379,1204,94,2674,4211
L2HGDH	chr14	50242433	69796	-	34	0,4820,18104,132,2263,158,1252,168,9189,35,5316,163,10081,132,7770,152,733,116,8993,219
C10orf95	chr10	102449836	1707	-	6	0,1311,238,158
DHDDS	chr1	26432281	39023	+	22	0,95,514,118,5159,117,4423,166,3442,117,1126,102,10130,115,2131,108,8747,2413
PLPPR3	chr19	812487	9465	-	8	0,1408,538,316,136,196,104,142,338,186,5633,101,329,38
PLEKHS1	chr10	113751453	30980	+	8	0,308,3497,147,9413,572,1020,89,112,107,626,135,1335,76,893,117,2069,120,2137,107,492,210,729,102,1257,136,150,321,2871,1832
SYNDIG1	chr20	24469198	197419	+	12	0,555,52,120,35,273,17529,889,54368,558,41278,138,77453,622,2277,1272
NOL10	chr2	10570765	119222	-	27	0,1425,5445,103,11304,248,287,174,11101,90,1833,99,203,80,4027,127,37008,53,10108,67,3194,150,1280,79,3708,86,4173,61,1379,66,2830,137,1829,38,2236,78,6099,99,2497,46,5183,192
PDZD7	chr10	101007682	23475	-	18	0,1168,399,101,921,612,806,72,163,92,150,92,3377,176,565,51,904,284,483,226,497,396,1400,61,1119,148,263,177,1050,175,317,141,5925,391,688,85
ERMP1	chr9	5784571	48510	-	14	0,2737,121,164,10223,116,873,203,2167,153,3698,191,393,175,4225,221,879,213,801,93,671,147,10860,106,1090,128,5507,302,1661,392
PAQR6	chr1	156243320	4797	-	12	0,1083,286,222,230,97,296,127,120,469,430,76,753,123,282,203
DENND1C	chr19	6467203	14605	-	10	0,915,115,208,136,68,200,108,642,45,654,72,898,41,100,91,1392,105,2280,126,84,102,120,46,85,101,919,111,106,54,90,66,94,81,1324,70,84,120,612,50,140,44,84,65,1627,130
CEP76	chr18	12661955	40822	-	34	0,214,10457,877,1032,218,3355,334,2219,167,5433,189,4908,129,3766,98,1871,186,1570,225,626,76,1052,156,1372,292
JADE1	chr4	128809622	65602	+	40	0,255,41,373,978,134,440,131,19758,78,11142,86,3336,158,2447,188,2889,212,3361,168,1540,117,4249,2929,3223,118,3381,3870
DENND2D	chr1	111185968	18570	-	18	0,1713,449,240,331,85,425,42,2886,178,2260,149,1189,141,1119,78,666,70,640,113,880,176,594,311,3592,243
DNAJC22	chr12	49346916	6768	+	4	0,635,92,462,660,947,1604,2368
ABCA11P	chr4	425434	48775	-	4	0,1539,45601,127,1279,229
SCD5	chr4	82629536	169321	-	21	0,1981,5073,233,23063,1191,19629,206,24370,131,92892,552
WDR76	chr15	43826913	41506	+	19	0,179,872,402,6694,90,1010,56,3388,124,2686,102,111,44,1229,154,7032,159,5700,218,1507,153,2509,54,4741,2292
ATAT1	chr6	30626841	19982	+	33	0,433,185,61,115,92,123,61,120,114,183,102,11946,46,112,69,1572,72,520,1904,1223,80,92,757
ZNF767P	chr7	149547153	77637	-	11	0,2221,1493,79,627,253,974,216,5591,232,61084,114,1008,127,87,300,2982,249
WLS	chr1	68098458	134143	-	51	0,295,26604,978,11444,154,6635,84,1216,144,2123,64,363,98,1527,169,3160,137,1445,162,3862,125,34707,273,37966,408
ZNF442	chr19	12349370	16313	-	2	0,1948,691,61,917,127,10439,118,1130,442,289,151
CPED1	chr7	120988696	308748	+	20	0,216,478,480,25794,184,31038,107,17244,76,33385,133,2094,169,24236,143,1346,73,1197,168,1124,105,1638,170,3528,71,2146,51,4736,187,959,169,94572,118,7370,137,17293,287,4308,221,259,102,406,88,3981,147,24009,2005
GRHL2	chr8	101492438	177286	+	62	0,411,50391,196,9278,68,5636,394,11526,56,3273,157,3583,112,21537,95,20387,159,11939,88,501,140,4531,32,7202,95,5188,86,14954,65,2070,3136
TRMT2B	chrX	101009344	42772	-	9	0,1363,8263,100,213,120,1083,102,512,215,652,95,1407,147,11996,71,1290,100,843,135,3265,55,670,271,8938,483,50,333
DSN1	chr20	36751790	22037	-	34	0,1107,1865,88,831,148,2257,75,396,60,3843,88,4220,73,1127,74,2830,321,231,49,1920,434
FRMD1	chr6	168055783	25774	-	8	0,1556,165,219,1400,65,1572,297,749,175,689,69,154,66,641,156,1114,187,841,80,260,96,420,375,237,80,7798,91,403,128,3015,278,2183,215
DNAJB14	chr4	99896249	50477	-	16	0,4903,2573,173,1698,110,810,95,2099,186,14143,146,498,194,882,56,5634,172,15817,288
POF1B	chrX	85277388	102355	-	27	0,2038,2689,202,21088,83,854,129,1319,120,270,153,829,114,847,93,6215,75,1200,28,15214,131,14780,183,5307,102,8098,81,8061,75,11406,323,143,105
ZNF702P	chr19	52968250	25281	-	3	0,2592,10049,81,5602,272,6633,52
SVEP1	chr9	110365248	214632	-	21	0,1312,3362,94,5351,96,1807,96,1980,171,6380,177,1210,174,2065,64,11266,156,3317,226,1607,2792,2111,673,15855,168,1384,192,585,85,269,177,1464,120,427,174,1700,171,734,124,1015,125,7040,176,2116,202,861,158,3001,202,1028,114,4187,114,1552,97,1118,92,389,162,6751,162,2913,162,2262,234,561,165,3880,112,3319,122,1485,195,924,132,1093,108,5956,130,7035,119,2107,198,3799,180,9708,180,842,159,32008,177,3557,256,28908,868
TTC26	chr7	139133743	58243	+	16	0,117,794,138,3054,93,1950,115,2251,50,4678,307,915,172,12570,396,3788,103,1605,56,1448,54,891,64,3564,59,5238,89,212,84,975,70,1448,107,6207,134,1781,2666
PLEKHH3	chr17	42667914	9116	-	7	0,389,1126,192,296,459,196,133,288,137,220,208,527,307,783,121,102,158,86,192,99,80,340,56,1491,190,311,629
STN1	chr10	103877559	40728	-	47	0,5282,6230,73,2985,123,5295,172,1157,124,1061,162,4867,66,5370,96,6839,195,443,188
AGPAT4-IT1	chr6	161160131	1851	-	6	0,1851
ELOVL7	chr5	60751788	92486	-	12	0,3045,2675,137,6581,106,2241,57,1192,81,3999,191,12000,119,1611,228,1282,98,11748,51,44929,115
ANKRD53	chr2	70978444	7055	+	6	0,371,281,247,317,200,2075,165,476,121,1425,127,361,889
LOC79999	chr17	19089460	8103	+	3	0,180,3572,94,158,162,2456,1481
LOC79999	chr17	19215629	8101	+	3	0,180,3572,94,158,159,2456,1482
LOC79999	chr17	19154523	8101	-	3	0,1482,2456,159,158,94,3572,180
CALD1	chr7	134779412	191317	+	82	0,337,64134,88,23721,112,23595,274,37080,147,4087,1090,1610,78,5326,146,6270,262,2604,141,7554,44,96,82,1683,138,421,96,4677,81,2953,2390
PSCA	chr8	142670307	12420	+	122	0,261,9887,108,763,108,486,807
GREB1L	chr18	21242241	283871	+	9	0,152,123633,110,17373,166,530,198,10981,177,5588,177,2545,123,35526,117,631,120,1011,138,2686,186,5100,327,1186,129,931,135,2148,198,18467,181,3952,193,8263,134,4258,340,5318,116,668,245,3030,578,233,103,4769,156,242,140,2168,162,107,205,5229,166,1430,228,968,142,1279,201,2453,136,1834,3455
PCNX2	chr1	232984135	311578	-	11	0,342,1614,449,11710,188,666,275,925,231,1001,145,12983,113,2143,234,7991,254,28868,216,2748,59,32770,130,5564,109,39149,178,4523,142,20427,151,837,93,16438,97,1167,110,19763,92,1123,111,8253,172,9209,33,99,154,9041,146,9473,136,13758,94,1521,146,141,148,5239,1317,1940,37,723,121,792,206,30850,490,822,388
ESRP2	chr16	68229032	7095	-	24	0,1283,73,166,286,187,150,199,105,213,107,302,142,43,82,133,73,141,43,55,511,99,342,115,111,114,1526,129,85,280
DOCK5	chr8	25184722	230994	+	20	0,229,58722,84,25087,41,1904,430,4166,56,3127,97,13358,149,4340,136,2295,158,1474,82,1667,130,1800,73,4455,143,1481,126,6474,125,2446,99,1303,73,2795,104,1412,184,6703,98,254,90,1403,101,2042,135,4503,112,750,71,591,107,2967,137,6119,96,7136,99,3985,95,1484,79,2165,101,1221,59,320,155,830,86,2917,160,899,41,905,91,2650,120,2880,90,2279,105,6312,142,973,82,1608,85,815,87,2660,177,4191,84,934,138,2491,167,4258,172,647,139,1158,104,991,4523
TRAPPC13	chr5	65624730	41503	+	15	0,376,10194,69,574,100,1652,85,9274,128,3627,73,1618,45,3090,18,2714,134,2197,199,1152,101,2083,151,119,1730
C10orf88	chr10	122930902	23501	-	15	0,1759,5043,455,10489,207,3098,73,802,204,982,389
TMEM156	chr4	38966745	65676	-	1	0,896,3390,106,15198,84,2431,120,4767,261,4641,270,33316,196
GLRA3	chr4	174642010	187305	-	18	0,2054,12678,45,2266,144,17880,215,5509,138,32548,83,12904,224,38264,68,21785,128,39797,575
RMI1	chr9	83980358	23714	+	52	0,185,178,283,7324,76,11304,89,1153,3122
FAM192A	chr16	57152465	33651	-	27	0,2042,9493,65,3027,134,5024,122,403,99,853,142,299,122,329,69,3813,351,2701,987,3004,572
PHC3	chr3	170087579	94170	-	29	0,9805,5094,232,91,133,3897,115,6413,160,3706,251,5114,154,5939,869,6866,247,8757,99,3564,159,22128,78,1106,156,6060,166,2748,63
MINDY3	chr10	15778168	82365	-	20	0,973,3013,72,4334,88,2598,73,6780,73,20662,81,4740,71,11903,80,833,74,2587,115,909,52,3146,174,1612,61,4591,80,12262,328
WWC2	chr4	183099309	221467	+	19	0,313,93976,110,14244,204,792,77,31157,80,5153,130,3168,147,1059,74,3763,243,5639,90,1181,623,3445,130,580,81,96,87,3019,193,1916,162,9534,122,1810,199,1319,165,1576,93,3333,243,22705,128,3194,5114
DGLUCY	chr14	91060282	165114	+	18	0,598,53132,516,106,587,29999,93,2467,78,715,279,8786,52,2575,132,6827,154,90,261,2273,199,3087,151,2494,123,5129,204,7520,261,7204,100,3282,149,4800,120,10579,152,9127,713
NAA25	chr12	112026688	82143	-	29	0,2965,3579,147,5849,111,1141,98,1460,66,983,124,413,244,3796,126,501,152,5114,100,730,181,5701,90,821,208,7491,113,2902,170,2610,90,913,112,2398,79,367,108,2318,75,6548,119,2924,139,2186,86,15579,116
UBTD1	chr10	97498881	72329	+	17	0,392,68640,228,1996,1073
FOXRED2	chr22	36487185	19916	-	18	0,3082,3365,171,2163,242,1782,166,3084,167,2690,270,147,252,1129,528,488,190
TMEM62	chr15	43133114	52029	+	9	0,288,121,491,242,112,1143,138,2924,46,7873,142,2120,125,149,123,2638,156,2726,160,5849,114,8798,85,8929,105,2469,119,2960,884
MYO15B	chr17	75588057	38790	+	12	0,2186,382,64,217,110,155,75,354,112,264,104,157,64,377,162,1634,114,112,59,80,133,1487,96,212,132,4538,126,953,78,235,116,86,46,110,125,2191,118,242,158,4144,94,640,60,641,58,227,131,781,96,80,236,83,179,233,73,421,162,222,101,89,77,111,82,197,99,164,98,92,192,184,79,164,135,77,262,88,88,123,220,505,113,203,60,957,76,139,119,204,119,79,142,225,112,109,170,394,146,168,64,92,70,433,77,1700,74,94,116,110,95,100,78,95,97,131,146,206,116,288,134,183,134,110,141,178,441
NRSN2	chr20	346725	8143	+	21	0,417,291,79,392,159,1172,128,252,217,3377,1659
SLC8B1	chr12	113298765	36403	-	15	0,1209,4346,65,2109,81,1115,154,2389,122,4979,142,1049,131,285,60,1962,108,1259,168,82,106,163,58,148,53,87,153,11374,238,1482,726
PANK2	chr20	3888838	41044	+	72	0,66,29,795,73,131,1311,168,16514,698,1953,254,1627,177,4292,124,1620,126,4447,6639
FBXL18	chr7	5454499	59301	-	28	0,88,21209,6135,7246,1284,769,219,9038,1544,3380,219,8026,144
SEMA6D	chr15	47184205	590018	+	20	0,213,227974,80,58001,72,130319,32,116470,326,796,385,40871,163,396,112,562,61,119,63,109,102,229,91,448,120,696,89,745,218,106,132,332,156,89,598,388,141,95,78,394,101,359,57,1487,168,1748,3727
ZNF556	chr19	2867334	11171	+	9	0,90,6071,127,2470,184,996,1233
CSRNP3	chr2	165469646	219761	+	9	0,94,25018,170,22944,89,54374,252,22455,171,62547,260,18291,297,2092,10707
ANP32A-IT1	chr15	68803820	3281	-	2	0,3281
TRPM3	chr9	70529060	917911	-	43	0,8345,12136,133,3169,200,116,151,37720,175,7213,252,4671,129,7138,141,5158,168,2791,229,980,290,878,30,3917,141,150,36,9693,51,3798,135,1365,101,40845,73,80022,124,22132,423,26890,75,16602,172,14984,125,3250,214,16316,205,1319,80,4474,67,252125,444,325031,319
FAM106A	chr17	18524565	2281	-	4	0,2281
GPR157	chr1	9104416	24754	-	5	0,218,851,195,5595,214,17155,526
CEBPA-DT	chr19	33302820	2237	+	5	0,2237
PGAP1	chr2	196833003	93728	-	20	0,8369,1348,105,1062,188,448,51,1307,136,985,198,746,91,16949,94,5860,39,1461,109,410,67,501,52,105,74,1987,76,4254,78,5270,52,358,47,4947,84,1434,56,738,106,3885,67,1119,53,4215,158,10139,172,3364,176,3403,154,1952,84,4283,262
LRRTM4	chr2	76747723	774710	-	13	0,1193,767749,3199,1803,151,290,325
ATF7IP2	chr16	10385998	97645	+	8	0,124,33458,43,9244,149,1594,845,2069,125,4451,135,2128,99,16909,158,14580,74,1295,56,388,67,6889,86,871,1808
DCAF17	chr2	171434250	50802	+	25	0,453,379,104,8336,91,5067,137,1061,79,3166,90,4757,105,296,106,10410,143,4835,110,2884,91,1036,84,1967,156,780,4079
LINC00574	chr6	169790072	12801	+	6	0,344,4767,179,5468,2043
ADAMTS20	chr12	43353865	198106	-	10	0,433,2185,105,12701,92,5997,134,544,92,87,95,193,130,711,198,5995,171,75,174,15088,168,26280,177,1617,162,771,291,103,165,817,108,627,120,860,165,807,165,132,211,1433,127,5250,130,145,173,3721,93,2711,118,5561,137,103,182,1211,146,8842,105,1591,142,1919,144,1804,106,21689,41,2069,125,540,84,8898,254,29630,160,18713,362,560,141
CCDC15	chr11	124954120	87371	+	10	0,250,353,186,4205,150,550,189,15092,114,2268,123,9141,147,238,1008,3326,123,996,108,481,75,10623,93,1149,104,33218,174,316,149,1520,902
HEXA-AS1	chr15	72376112	2676	+	3	0,2676
LCAL1	chr6	79307668	5716	-	4	0,3576,1123,113,708,196
TUBA4B	chr2	219253242	18955	+	13	0,177,13101,46,3635,134,830,1032
BIN3-IT1	chr8	22640370	1839	-	3	0,1839
ZNF606	chr19	57977052	26294	-	12	0,3227,7927,96,287,132,11086,89,786,57,549,82,1025,951
MZT2B	chr2	130181921	8808	+	19	0,531,174,149,1011,180,6502,261
C7orf69	chr7	47795290	24556	+	4	0,153,17982,144,4456,170,1311,340
CALM1	chr14	90396501	11774	+	458	0,157,298,277,1016,838,977,31,1163,144,2459,107,410,136,174,3587
ZFP2	chr5	178895893	37318	+	7	0,81,16609,136,262,90,3493,146,14526,1975
ZNF614	chr19	52013323	15104	-	9	0,4036,648,96,264,127,7236,231,2280,186
C3orf36	chr3	133928145	1667	-	4	0,1667
BICC1	chr10	58513143	318294	+	23	0,190,107521,47,81172,70,82857,80,1842,159,1288,54,838,195,225,252,3550,132,2724,187,1872,162,495,197,941,133,563,157,2030,166,3341,40,380,155,6671,157,3575,161,2646,100,8292,2677
BAIAP2L2	chr22	38084888	25781	-	8	0,487,310,47,509,208,674,141,1483,217,131,136,290,153,7357,147,884,117,231,72,9369,62,341,87,791,76,1266,195
ARL14	chr3	160677159	1288	+	12	0,1288
PIF1	chr15	64815629	10039	-	21	0,728,216,192,1180,146,165,88,772,107,623,140,995,107,78,115,85,154,745,126,86,133,1167,577,1214,100
MAP3K19	chr2	134964490	60188	-	9	0,426,15797,805,1661,152,344,150,1974,2454,3283,44,7157,260,939,79,5419,97,16183,116,1626,193,976,53
VCPIP1	chr8	66630252	36965	-	43	0,5120,16085,87,12704,2969
CCDC33	chr15	74236288	99853	+	26	0,452,7244,164,18291,134,4104,110,1554,117,3244,92,976,121,7071,130,575,134,976,72,13904,195,22592,118,11530,166,308,89,229,132,90,94,1382,167,375,102,558,87,1007,1167
BBOF1	chr14	74019355	46737	+	7	0,179,3381,229,6039,66,4778,144,6393,81,5414,71,1799,145,1627,494,5388,102,1220,75,163,115,7429,1405
TRIM46	chr1	155173786	11185	+	17	0,253,561,41,112,215,217,87,113,262,240,344,700,144,119,96,711,254,236,122,195,38,785,303,500,181,1236,298,1647,1175
CCDC170	chr6	151494039	127154	+	32	0,146,42132,129,1598,257,6270,145,3587,186,24684,318,12397,201,7017,174,3054,243,18865,237,2267,3247
NR4A3	chr9	99821854	45037	+	87	0,553,3251,174,897,72,1239,953,3695,130,463,778,10589,200,2588,179,16004,3272
LRRC8E	chr19	7888504	13519	+	22	0,96,5116,143,1739,143,2919,3363
MROH9	chr1	170935470	129295	+	2	0,117,9932,62,1945,47,10887,80,921,136,2292,87,3174,105,6492,136,11538,113,3026,150,3144,149,2160,166,3059,143,975,138,1509,652,15311,138,1908,174,8058,153,101,117,552,103,36711,63,1904,667
RPF1	chr1	84479236	19114	+	19	0,273,1446,57,1902,81,6637,96,590,154,4900,83,426,182,180,127,1058,922
ZNF703	chr8	37695750	4271	+	27	0,472,922,2877
PTGES2	chr9	128120692	7770	-	42	0,581,1088,118,454,201,567,150,640,59,228,93,372,198,1997,1024
SIKE1	chr1	114769483	11204	-	19	0,4889,1973,114,2682,143,825,106,171,301
FRAS1	chr4	78057569	486700	+	25	0,516,7899,32,171493,108,7615,93,7066,160,2690,134,9649,84,1725,102,305,192,11222,90,2653,36,1386,148,1437,144,1856,135,21526,144,7384,141,1633,141,1301,177,14285,141,4261,144,25695,153,242,147,5783,147,2733,141,1252,141,1487,141,3846,271,4062,85,3231,327,13032,154,6775,179,5127,117,5863,115,2799,138,2387,33,4674,132,1065,126,1939,248,5965,149,183,163,2097,136,4224,1112,93,154,1172,264,1834,189,1432,120,283,180,11666,125,297,141,1624,228,3542,114,2088,151,1107,160,1840,169,2208,247,1312,345,2085,161,423,148,6339,206,7724,157,2759,201,7499,188,1122,276,2267,233,1885,161,2246,215,3317,151,2041,108,1018,160,3732,117,7791,167,2379,206,2093,147,1090,3739
THOC7	chr3	63833869	30054	-	28	0,330,954,70,100,67,910,58,1617,87,309,128,1156,118,23730,420
UXS1	chr2	106093302	101037	-	27	0,855,2560,104,1894,58,2284,61,3675,44,7808,120,10204,122,2528,60,3994,105,8396,707,6308,181,12687,61,5548,44,1025,64,1256,28,28064,192
PQLC1	chr18	79902419	49234	-	7	0,1764,15000,217,14568,54,9306,134,7261,302,555,73
ZC3H12A	chr1	37474517	9860	+	67	0,112,829,481,4350,140,1171,235,514,191,196,1641
ASRGL1	chr11	62337301	56114	+	25	0,273,315,278,18157,143,519,158,31988,119,2270,111,446,1337
CENPT	chr16	67828156	19302	-	35	0,234,83,105,88,177,579,94,248,324,301,159,667,143,217,37,141,137,121,97,119,88,139,91,1204,351,1071,129,237,121,11742,58
EDC3	chr15	74630557	65496	-	47	0,2389,2462,218,4839,154,15113,336,15386,320,3186,182,1798,82,10068,89,5706,133,2861,174
GOLGA2P10	chr15	82471476	42523	-	13	0,2337,1664,138,1170,155,92,91,79,96,95,189,255,89,35739,334
NAA15	chr4	139301466	89315	+	53	0,365,32342,85,2589,105,3959,158,1756,135,1225,154,5122,120,1609,96,218,107,2414,73,3287,170,2187,153,604,129,1095,214,8273,194,5960,109,2282,99,5977,147,1154,98,1653,2898
CWH43	chr4	48986247	75831	+	6	0,225,169,144,1691,192,2785,121,361,155,2528,202,3639,89,5186,258,3208,126,9922,80,11300,106,2090,136,1605,150,5320,145,6605,62,5846,156,10962,267
ASMTL-AS1	chrX	1400530	14891	+	3	0,56,875,764,1235,125,9157,844,175,549,432,679
PGGHG	chr11	289137	6551	+	8	0,102,564,272,314,211,77,436,862,120,450,132,208,112,165,73,130,137,91,134,102,96,173,98,70,212,77,1133
PRR36	chr19	7868718	5723	-	3	0,826,170,3042,92,113,235,103,119,278,589,156
ABHD18	chr4	127965255	74456	+	3	0,351,347,103,16882,109,1291,85,5297,101,11894,49,7155,79,108,85,357,73,2051,622,5068,139,2578,90,967,102,7236,379,1656,1267,3985,3950
MOGAT2	chr11	75717818	15140	+	24	0,161,2012,179,7264,205,330,175,645,200,2142,1827
CTC1	chr17	8224814	23281	-	36	0,3505,183,127,97,166,249,65,95,145,444,78,325,175,94,89,624,194,256,90,87,325,133,115,430,127,1422,201,93,178,126,233,545,129,98,285,1032,145,511,212,149,238,4355,164,4855,92
IFT74	chr9	26946989	119145	+	29	0,157,153,164,8881,172,5432,139,16040,136,2307,49,3637,99,143,61,4109,60,1405,62,18824,139,2747,63,4938,144,1596,41,10337,80,7345,381,7911,54,2478,98,776,127,7334,164,561,126,4131,61,1344,4139
DBF4B	chr17	44708607	43661	+	21	0,232,464,63,13513,143,6882,192,868,51,1162,88,1824,74,2666,37,1512,46,2911,117,5630,109,199,125,825,2209,45,1674
SPSB1	chr1	9292881	76650	+	38	0,190,62671,843,10862,2084
MYCT1	chr6	152697894	26686	+	14	0,204,23643,2839
TEDC2	chr16	2460113	4850	+	9	0,57,112,99,241,71,122,409,522,54,348,91,175,112,104,102,1306,191,292,442
MYO19	chr17	36495754	39703	-	14	0,652,1859,294,515,86,1669,130,109,167,1861,104,749,71,1276,108,1051,153,354,177,259,114,290,122,1137,74,1610,172,447,91,1618,432,123,97,720,103,564,70,675,133,9237,114,2209,149,364,139,4324,155,1271,152,656,697
RUBCNL	chr13	46341738	48304	-	22	0,1759,1243,91,615,154,3685,62,765,239,6080,65,2989,146,1809,133,964,61,516,99,4828,208,483,83,3125,657,5292,116,9128,367,176,203,1905,258
CEP290	chr12	88049012	93204	-	107	0,402,939,80,3218,95,593,74,1162,142,3130,173,877,123,809,165,1697,87,1202,135,4406,124,2648,156,331,146,5295,123,352,222,1173,138,952,214,2635,200,616,108,631,267,1186,135,217,108,1281,165,1087,456,1240,112,1841,152,937,206,2912,112,5838,174,3663,231,90,103,1967,116,2020,150,342,165,2561,143,535,85,1850,113,1337,88,72,101,1370,163,720,170,4079,124,946,123,2507,90,658,183,391,153,124,21,599,54,5424,144,2358,47,303,70,1391,78,172,129,565,317
TTI2	chr8	33498464	14728	-	18	0,813,1050,163,2938,144,175,188,3293,93,2424,187,2034,1226
BRD3	chr9	134030323	37696	-	50	0,3382,995,129,1202,293,3709,236,1490,192,3341,129,2661,372,1919,215,973,148,596,138,821,326,14354,75
TMEM134	chr11	67464347	4930	-	9	0,349,106,54,199,212,2044,77,112,90,426,76,926,259
TMEM254	chr10	80078645	13906	+	8	0,141,236,162,60,448,1947,102,99,104,200,73,4013,28,4121,52,365,1755
RNF34	chr12	121400082	24270	+	25	0,136,2523,66,13351,219,1126,408,2330,93,242,202,2607,967
MUS81	chr11	65860400	7252	+	110	0,488,84,130,247,86,511,99,165,69,164,86,535,141,204,93,97,122,79,101,595,117,106,96,201,129,74,104,487,84,91,458,813,396
FUZ	chr19	49806865	6445	-	13	0,509,1039,78,82,65,78,107,339,96,119,198,1787,105,163,69,551,85,279,122,259,315
HKDC1	chr10	69220302	47257	+	21	0,196,6708,163,5394,149,101,120,5908,96,1514,100,2430,184,2713,156,1125,234,830,305,1561,146,97,120,6383,96,195,100,1349,184,2179,156,4290,234,791,950
FBXO11	chr2	47806919	98874	-	60	0,1328,81,99,730,109,333,108,608,111,2807,144,413,77,4911,86,91,123,1283,95,1761,86,839,218,8988,138,85,107,90,112,83,107,1508,133,76,84,1000,130,2857,145,415,82,141,128,48856,94,16769,305
CHD9	chr16	53054992	272510	+	20	0,85,75670,311,24867,1616,50403,403,108,254,772,332,12830,112,3610,147,883,69,83,56,1379,118,2318,87,141,138,3400,122,3036,244,4253,177,2319,144,115,256,1442,211,2367,196,4371,168,994,180,7207,111,4196,197,436,200,5499,160,427,90,11293,104,526,118,1613,58,3710,43,1065,220,3903,203,6561,906,1608,164,1283,273,732,169,5522,140,306,222,3167,129,3185,105,2389,3483
FHOD3	chr18	36297695	482525	+	19	0,305,57538,107,17034,65,129187,68,10438,106,63907,95,18241,112,7775,95,9183,144,13415,239,23566,90,3164,360,412,75,4658,114,23247,135,5557,51,6030,215,15671,297,8440,884,11930,159,9851,183,1898,120,1175,162,2751,191,7983,193,3806,24,1466,175,8482,162,10021,773
OPA3	chr19	45527766	57098	-	36	0,1690,16824,7631,30711,242
SPG11	chr15	44562695	100983	-	73	0,606,1245,152,1155,156,207,89,1118,169,1805,108,1019,134,2024,138,726,199,1156,140,8772,745,1077,215,3401,163,2916,108,2820,201,623,273,428,160,1321,109,257,206,1630,166,5392,67,2352,162,2234,146,2444,107,1826,204,4623,214,1355,176,285,128,380,72,3531,177,2161,176,388,156,4116,133,15228,146,2479,449,189,138,4828,202,1782,225,1128,185,2774,288
PROSER1	chr13	39009864	28212	-	11	0,1623,595,151,457,1786,3023,45,4781,87,639,79,1342,84,1720,111,1839,94,960,95,2187,69,2499,66,3001,879
NUP214	chr9	131125560	109110	+	113	0,189,1774,196,612,152,795,199,1288,71,1759,64,446,104,1688,107,935,67,3274,127,1141,162,3569,475,1374,176,1182,98,2739,87,205,150,970,159,7488,104,3504,183,696,86,105,84,9910,264,1141,162,2689,100,8878,76,1688,79,983,366,1727,85,2940,62,1921,1800,2631,71,13494,157,7409,153,5229,172,2298,140,1514,25,1145,1217
ARMC9	chr2	231198545	178293	+	26	0,400,7252,92,1837,126,6578,171,1636,156,5934,93,3953,25,8425,158,4561,99,16544,35,2370,112,3203,93,8583,91,1882,124,3557,140,1606,77,3600,75,6526,1360,1333,91,4754,56,35539,105,13077,228,10595,137,4819,130,9069,173,1387,5326
CCDC92	chr12	123936408	36577	-	25	0,1422,4913,42,561,147,778,93,304,72,963,97,26094,196,438,457
TM2D3	chr15	101632976	19415	-	9	0,752,8117,799,2442,76,1562,175,3104,158,1534,78,497,121
RUNX1-IT1	chr21	35037930	1496	-	4	0,1496
ALPK1	chr4	112297342	145266	+	31	0,127,18331,52,61825,221,4499,155,29274,199,11918,60,1661,87,715,77,1026,96,1483,105,1194,2134,2566,154,3182,163,1039,187,1044,189,97,1406
CFAP43	chr10	104129887	102490	-	9	0,418,1025,154,631,81,1423,165,7057,160,1279,113,1032,214,1836,89,698,87,1541,108,4608,120,8310,126,798,81,275,87,1690,207,2187,231,902,117,1006,105,3561,126,6493,78,733,93,2433,148,2502,131,827,150,1196,173,777,141,3788,104,1563,149,2838,81,988,117,5633,132,2159,68,1634,160,4182,151,2101,168,11034,97,5032,254,1338,196
NAA50	chr3	113716459	29840	-	32	0,5478,968,67,449,120,417,137,21846,358
COQ10B	chr2	197453422	21887	+	9	0,242,99,483,5685,150,2457,193,7338,102,3585,1553
LHX3	chr9	136196249	8880	-	46	0,1494,908,169,87,152,618,203,701,172,411,510,1271,228,1760,196
ACSF2	chr17	50426157	48688	+	12	0,232,515,75,33697,196,369,129,262,54,497,119,117,166,570,96,143,158,265,92,308,77,4034,104,2595,108,1292,152,1085,142,87,111,194,69,234,344
TARS2	chr1	150487363	20246	+	26	0,153,341,197,909,124,1513,125,668,118,86,65,748,79,3992,147,181,99,621,218,754,163,232,138,181,78,5041,101,196,102,172,73,612,115,1210,694
RAB11FIP1	chr8	37858946	40551	-	54	0,4167,7306,109,749,1902,1335,808,1786,443,21519,427
NUBPL	chr14	31561384	299839	+	21	0,163,520,148,2798,35,12867,110,21263,91,73975,40,89,91,40994,235,72976,94,38755,86,19756,121,3527,83,8916,2106
