"ID"	"Gene"	"chr"	"start"	"end"	"strand"	"band"	"type"
"ENSG00000276180"	"HIST1H4I"	"6"	27138588	27139881	1	"p22.1"	"protein_coding"
"ENSG00000197903"	"HIST1H2BK"	"6"	27146418	27146798	-1	"p22.1"	"protein_coding"
"ENSG00000274997"	"HIST1H2AH"	"6"	27147129	27147515	1	"p22.1"	"protein_coding"
"ENSG00000218153"	"KRT18P22"	"6"	116457323	116458669	-1	"q22.1"	"processed_pseudogene"
"ENSG00000188820"	"CALHM6"	"6"	116461370	116463771	1	"q22.1"	"protein_coding"
"ENSG00000189241"	"TSPYL1"	"6"	116267760	116279903	-1	"q22.1"	"protein_coding"
"ENSG00000111817"	"DSE"	"6"	116254173	116444860	1	"q22.1"	"protein_coding"
"ENSG00000219776"	"RPL21P67"	"6"	131469059	131469536	1	"q23.2"	"processed_pseudogene"
"ENSG00000217241"	"CBX3P9"	"6"	116453014	116453565	-1	"q22.1"	"processed_pseudogene"
"ENSG00000112486"	"CCR6"	"6"	167111807	167139696	1	"q27"	"protein_coding"
"ENSG00000213066"	"FGFR1OP"	"6"	166999317	167094789	1	"q27"	"protein_coding"
"ENSG00000171408"	"PDE7B"	"6"	135851701	136195574	1	"q23.3"	"protein_coding"
"ENSG00000174572"	"RPL10P2"	"6"	27211244	27211913	1	"p22.1"	"processed_pseudogene"
"ENSG00000213111"	"COX5BP2"	"6"	136034553	136034886	-1	"q23.3"	"transcribed_processed_pseudogene"
"ENSG00000231426"	"FILNC1"	"6"	139677639	139860476	1	"q24.1"	"lincRNA"
"ENSG00000112053"	"SLC26A8"	"6"	35943514	36024868	-1	"p21.31"	"protein_coding"
"ENSG00000187762"	"HSPE1P11"	"6"	35023522	35023831	1	"p21.31"	"processed_pseudogene"
"ENSG00000064999"	"ANKS1A"	"6"	34889255	35091406	1	"p21.31"	"protein_coding"
"ENSG00000217684"	"RPS3AP24"	"6"	140761529	140762262	1	"q24.1"	"processed_pseudogene"
"ENSG00000112742"	"TTK"	"6"	80003887	80042527	1	"q14.1"	"protein_coding"
"ENSG00000271304"	"DPRXP2"	"6"	35989515	35991374	-1	"p21.31"	"transcribed_processed_pseudogene"
"ENSG00000112812"	"PRSS16"	"6"	27247701	27256624	1	"p22.1"	"protein_coding"
"ENSG00000185127"	"C6orf120"	"6"	169702190	169704856	1	"q27"	"protein_coding"
"ENSG00000130024"	"PHF10"	"6"	169703902	169725566	-1	"q27"	"protein_coding"
"ENSG00000218351"	"RPS3AP23"	"6"	141635650	141636503	-1	"q24.1"	"transcribed_processed_pseudogene"
"ENSG00000204386"	"NEU1"	"6"	31857659	31862906	-1	"p21.33"	"protein_coding"
"ENSG00000235535"	"TRDN-AS1"	"6"	123389421	123510241	1	"q22.31"	"antisense"
"ENSG00000186439"	"TRDN"	"6"	123216339	123637093	-1	"q22.31"	"protein_coding"
"ENSG00000173626"	"TRAPPC3L"	"6"	116494989	116545610	-1	"q22.1"	"protein_coding"
"ENSG00000164451"	"CALHM4"	"6"	116529013	116558868	1	"q22.1"	"protein_coding"
"ENSG00000146410"	"MTFR2"	"6"	136231024	136250335	-1	"q23.3"	"protein_coding"
"ENSG00000178033"	"CALHM5"	"6"	116511639	116524788	1	"q22.1"	"protein_coding"
"ENSG00000185250"	"PPIL6"	"6"	109390215	109441171	-1	"q21"	"protein_coding"
"ENSG00000135587"	"SMPD2"	"6"	109440724	109443919	1	"q21"	"protein_coding"
"ENSG00000158553"	"POM121L2"	"6"	27285903	27312170	-1	"p22.1"	"protein_coding"
"ENSG00000220758"	"VN1R10P"	"6"	27324894	27325768	1	"p22.1"	"unprocessed_pseudogene"
"ENSG00000096401"	"CDC5L"	"6"	44387706	44450425	1	"p21.1"	"protein_coding"
"ENSG00000166984"	"TCP10L2"	"6"	167146414	167196913	1	"q27"	"protein_coding"
"ENSG00000120436"	"GPR31"	"6"	167156271	167158329	-1	"q27"	"protein_coding"
"ENSG00000184786"	"TCTE3"	"6"	169740109	169751587	-1	"q27"	"protein_coding"
"ENSG00000204789"	"ZNF204P"	"6"	27357825	27360221	-1	"p22.1"	"processed_pseudogene"
"ENSG00000124613"	"ZNF391"	"6"	27374615	27403904	1	"p22.1"	"protein_coding"
"ENSG00000175003"	"SLC22A1"	"6"	160121815	160158718	1	"q25.3"	"protein_coding"
"ENSG00000118513"	"MYB"	"6"	135181308	135219173	1	"q23.3"	"protein_coding"
"ENSG00000112062"	"MAPK14"	"6"	36027677	36111236	1	"p21.31"	"protein_coding"
"ENSG00000112282"	"MED23"	"6"	131573966	131628242	-1	"q23.2"	"protein_coding"
"ENSG00000237154"	"MCFD2P1"	"6"	27407697	27407996	1	"p22.1"	"processed_pseudogene"
"ENSG00000096654"	"ZNF184"	"6"	27450743	27473118	-1	"p22.1"	"protein_coding"
"ENSG00000204371"	"EHMT2"	"6"	31879759	31897687	-1	"p21.33"	"protein_coding"
"ENSG00000118520"	"ARG1"	"6"	131573144	131584332	1	"q23.2"	"protein_coding"
"ENSG00000135577"	"NMBR"	"6"	142058330	142088799	-1	"q24.1"	"protein_coding"
"ENSG00000236822"	"NMBR-AS1"	"6"	142088233	142089219	1	"q24.1"	"antisense"
"ENSG00000198670"	"LPA"	"6"	160531483	160664259	-1	"q26"	"protein_coding"
"ENSG00000137343"	"ATAT1"	"6"	30626842	30646823	1	"p21.33"	"protein_coding"
"ENSG00000217377"	"AK4P5"	"6"	80077729	80078362	-1	"q14.1"	"processed_pseudogene"
"ENSG00000130023"	"ERMARD"	"6"	169751622	169781600	1	"q27"	"protein_coding"
"ENSG00000237080"	"EHMT2-AS1"	"6"	31877808	31884204	1	"p21.33"	"antisense"
"ENSG00000204385"	"SLC44A4"	"6"	31863192	31879046	-1	"p21.33"	"protein_coding"
"ENSG00000112494"	"UNC93A"	"6"	167271169	167316014	1	"q27"	"protein_coding"
"ENSG00000203733"	"GJE1"	"6"	142133090	142135151	1	"q24.1"	"protein_coding"
"ENSG00000168631"	"MUCL3"	"6"	30934523	30954221	1	"p21.33"	"protein_coding"
"ENSG00000196260"	"SFTA2"	"6"	30931353	30955636	-1	"p21.33"	"protein_coding"
"ENSG00000233529"	"HCG21"	"6"	30945979	30954862	-1	"p21.33"	"antisense"
"ENSG00000228415"	"PTMAP1"	"6"	30633632	30633956	1	"p21.33"	"processed_pseudogene"
"ENSG00000009844"	"VTA1"	"6"	142147162	142224685	1	"q24.1"	"protein_coding"
"ENSG00000118418"	"HMGN3"	"6"	79201245	79234738	-1	"q14.1"	"protein_coding"
"ENSG00000083123"	"BCKDHB"	"6"	80106647	80346270	1	"q14.1"	"protein_coding"
"ENSG00000203690"	"TCP10"	"6"	167357031	167384510	-1	"q27"	"protein_coding"
"ENSG00000120440"	"TTLL2"	"6"	167325071	167359503	1	"q27"	"protein_coding"
"ENSG00000270362"	"HMGN3-AS1"	"6"	79233718	79236797	1	"q14.1"	"antisense"
"ENSG00000188580"	"NKAIN2"	"6"	123804141	124825657	1	"q22.31"	"protein_coding"
"ENSG00000236548"	"RNF217-AS1"	"6"	124909093	124963039	-1	"q22.31"	"antisense"
"ENSG00000146373"	"RNF217"	"6"	124962545	125092633	1	"q22.31"	"protein_coding"
"ENSG00000275906"	"NAPGP2"	"6"	30961403	30962396	-1	"p21.33"	"processed_pseudogene"
"ENSG00000204544"	"MUC21"	"6"	30983718	30989903	1	"p21.33"	"protein_coding"
"ENSG00000161911"	"TREML1"	"6"	41149342	41154337	-1	"p21.1"	"protein_coding"
"ENSG00000261272"	"MUC22"	"6"	31010474	31035402	1	"p21.33"	"protein_coding"
"ENSG00000228789"	"HCG22"	"6"	31053450	31059890	1	"p21.33"	"lincRNA"
"ENSG00000204542"	"C6orf15"	"6"	31111223	31112559	-1	"p21.33"	"protein_coding"
"ENSG00000095970"	"TREM2"	"6"	41158506	41163186	-1	"p21.1"	"protein_coding"
"ENSG00000124678"	"TCP11"	"6"	35118071	35148610	-1	"p21.31"	"protein_coding"
"ENSG00000272549"	"LINC02538"	"6"	167666840	167679270	-1	"q27"	"lincRNA"
"ENSG00000203688"	"LINC02487"	"6"	167679626	167696290	-1	"q27"	"lincRNA"
"ENSG00000112195"	"TREML2"	"6"	41189749	41201149	-1	"p21.1"	"protein_coding"
"ENSG00000184106"	"TREML3P"	"6"	41208713	41217947	-1	"p21.1"	"transcribed_unprocessed_pseudogene"
"ENSG00000219547"	"RPL17P25"	"6"	80374015	80374569	-1	"q14.1"	"processed_pseudogene"
"ENSG00000219361"	"RPSAP72"	"6"	80470071	80470428	-1	"q14.1"	"processed_pseudogene"
"ENSG00000029363"	"BCLAF1"	"6"	136256627	136289851	-1	"q23.3"	"protein_coding"
"ENSG00000188056"	"TREML4"	"6"	41228324	41238882	1	"p21.1"	"protein_coding"
"ENSG00000112773"	"TENT5A"	"6"	81491439	81752774	-1	"q14.1"	"protein_coding"
"ENSG00000198221"	"AFDN-DT"	"6"	167823876	167826709	-1	"q27"	"lincRNA"
"ENSG00000146521"	"LINC01558"	"6"	167784537	167796859	-1	"q27"	"lincRNA"
"ENSG00000225690"	"TREML5P"	"6"	41247369	41249649	1	"p21.1"	"unprocessed_pseudogene"
"ENSG00000231690"	"LINC00574"	"6"	169790321	169802873	1	"q27"	"lincRNA"
"ENSG00000229214"	"LINC00242"	"6"	169788790	169799549	-1	"q27"	"lincRNA"
"ENSG00000224995"	"LINC01526"	"6"	81813286	81814157	-1	"q14.1"	"lincRNA"
"ENSG00000226453"	"LINC02542"	"6"	81845185	81933480	-1	"q14.1"	"lincRNA"
"ENSG00000124731"	"TREM1"	"6"	41267926	41286682	-1	"p21.1"	"protein_coding"
"ENSG00000218716"	"RPL12P23"	"6"	170199769	170200258	1	"q27"	"processed_pseudogene"
"ENSG00000227508"	"LINC01624"	"6"	170272474	170279887	1	"q27"	"lincRNA"
"ENSG00000096264"	"NCR2"	"6"	41335608	41350889	1	"p21.1"	"protein_coding"
"ENSG00000122194"	"PLG"	"6"	160702238	160753315	1	"q26"	"protein_coding"
"ENSG00000198719"	"DLL1"	"6"	170282206	170306565	-1	"q27"	"protein_coding"
"ENSG00000112584"	"FAM120B"	"6"	170290703	170407065	1	"q27"	"protein_coding"
"ENSG00000005700"	"IBTK"	"6"	82169986	82247754	-1	"q14.1"	"protein_coding"
"ENSG00000156711"	"MAPK13"	"6"	36127809	36144524	1	"p21.31"	"protein_coding"
"ENSG00000111907"	"TPD52L1"	"6"	125119049	125264407	1	"q22.31"	"protein_coding"
"ENSG00000130396"	"AFDN"	"6"	167826922	167972023	1	"q27"	"protein_coding"
"ENSG00000137166"	"FOXP4"	"6"	41546426	41602384	1	"p21.1"	"protein_coding"
"ENSG00000111906"	"HDDC2"	"6"	125219962	125302078	-1	"q22.31"	"protein_coding"
"ENSG00000226917"	"LINC01276"	"6"	41502444	41519852	1	"p21.1"	"lincRNA"
"ENSG00000234753"	"FOXP4-AS1"	"6"	41494853	41548621	-1	"p21.1"	"antisense"
"ENSG00000112365"	"ZBTB24"	"6"	109462594	109483237	-1	"q21"	"protein_coding"
"ENSG00000135596"	"MICAL1"	"6"	109444062	109465968	-1	"q21"	"protein_coding"
"ENSG00000135525"	"MAP7"	"6"	136342281	136550819	-1	"q23.3"	"protein_coding"
"ENSG00000085511"	"MAP3K4"	"6"	160991727	161117385	1	"q26"	"protein_coding"
"ENSG00000146242"	"TPBG"	"6"	82363206	82370828	1	"q14.1"	"protein_coding"
"ENSG00000218424"	"NDUFS5P1"	"6"	136475862	136476150	-1	"q23.3"	"processed_pseudogene"
"ENSG00000008018"	"PSMB1"	"6"	170535120	170553307	-1	"q27"	"protein_coding"
"ENSG00000135547"	"HEY2"	"6"	125747664	125761269	1	"q22.31"	"protein_coding"
"ENSG00000224506"	"LINC02523"	"6"	125674353	125720218	1	"q22.31"	"lincRNA"
"ENSG00000146197"	"SCUBE3"	"6"	35213956	35253079	1	"p21.31"	"protein_coding"
"ENSG00000096070"	"BRPF3"	"6"	36196744	36232790	1	"p21.31"	"protein_coding"
"ENSG00000112592"	"TBP"	"6"	170554302	170572870	1	"q27"	"protein_coding"
"ENSG00000125337"	"KIF25"	"6"	167996241	168045089	1	"q27"	"protein_coding"
"ENSG00000229921"	"KIF25-AS1"	"6"	167992822	167997077	-1	"q27"	"lincRNA"
"ENSG00000285244"	"DINOL"	"6"	36677609	36678559	-1	"p21.2"	"bidirectional_promoter_lncRNA"
"ENSG00000124762"	"CDKN1A"	"6"	36676460	36687339	1	"p21.2"	"protein_coding"
"ENSG00000281450"	"PANDAR"	"6"	36673621	36675126	-1	"p21.2"	"lincRNA"
"ENSG00000213500"	"LAP3P2"	"6"	36673817	36675270	1	"p21.2"	"processed_pseudogene"
"ENSG00000204314"	"PRRT1"	"6"	32148359	32153083	-1	"p21.32"	"protein_coding"
"ENSG00000112081"	"SRSF3"	"6"	36594353	36605600	1	"p21.31"	"protein_coding"
"ENSG00000137275"	"RIPK1"	"6"	3063991	3115187	1	"p25.2"	"protein_coding"
"ENSG00000137177"	"KIF13A"	"6"	17759183	17987635	-1	"p22.3"	"protein_coding"
"ENSG00000204539"	"CDSN"	"6"	31115087	31120446	-1	"p21.33"	"protein_coding"
"ENSG00000204538"	"PSORS1C2"	"6"	31137534	31139066	-1	"p21.33"	"protein_coding"
"ENSG00000204540"	"PSORS1C1"	"6"	31114750	31140092	1	"p21.33"	"protein_coding"
"ENSG00000238211"	"POLR2LP1"	"6"	31140727	31140913	1	"p21.33"	"processed_pseudogene"
"ENSG00000226068"	"HNRNPA3P4"	"6"	48149203	48150005	-1	"p12.3"	"processed_pseudogene"
"ENSG00000230845"	"GSTA10P"	"6"	52873014	52879940	-1	"p12.2"	"unprocessed_pseudogene"
"ENSG00000270900"	"NUDT19P4"	"6"	44898711	44899295	1	"p21.1"	"processed_pseudogene"
"ENSG00000124813"	"RUNX2"	"6"	45328157	45664349	1	"p21.1"	"protein_coding"
"ENSG00000216835"	"RBMXP1"	"6"	48213604	48214794	-1	"p12.3"	"processed_pseudogene"
"ENSG00000205318"	"GCNT2P1"	"6"	10633762	10634695	1	"p24.2"	"processed_pseudogene"
"ENSG00000137434"	"C6orf52"	"6"	10671418	10694797	-1	"p24.2"	"protein_coding"
"ENSG00000277769"	"RBM22P4"	"6"	45098021	45099260	1	"p21.1"	"processed_pseudogene"
"ENSG00000261080"	"RUNX2-AS1"	"6"	45573346	45576770	-1	"p21.1"	"lincRNA"
"ENSG00000196284"	"SUPT3H"	"6"	44809317	45377953	-1	"p21.1"	"protein_coding"
"ENSG00000271530"	"WBP1LP12"	"6"	95124	95454	1	"p25.3"	"processed_pseudogene"
"ENSG00000220212"	"OR4F1P"	"6"	105919	106856	-1	"p25.3"	"unprocessed_pseudogene"
"ENSG00000217929"	"CICP18"	"6"	131910	145083	-1	"p25.3"	"transcribed_processed_pseudogene"
"ENSG00000218265"	"RPS4XP7"	"6"	13521266	13522045	1	"p23"	"processed_pseudogene"
"ENSG00000174156"	"GSTA3"	"6"	52896639	52909698	-1	"p12.2"	"protein_coding"
"ENSG00000277043"	"EEF1A1P42"	"6"	49358185	49360420	-1	"p12.3"	"processed_pseudogene"
"ENSG00000243236"	"GSTA9P"	"6"	52939726	52957521	-1	"p12.2"	"transcribed_unprocessed_pseudogene"
"ENSG00000131015"	"ULBP2"	"6"	149942014	149949235	1	"q25.1"	"protein_coding"
"ENSG00000111981"	"ULBP1"	"6"	149963943	149973715	1	"q25.1"	"protein_coding"
"ENSG00000204564"	"C6orf136"	"6"	30647039	30653210	1	"p21.33"	"protein_coding"
"ENSG00000146085"	"MMUT"	"6"	49430360	49463253	-1	"p12.3"	"protein_coding"
"ENSG00000112576"	"CCND3"	"6"	41934933	42050357	-1	"p21.1"	"protein_coding"
"ENSG00000204560"	"DHX16"	"6"	30653119	30673006	-1	"p21.33"	"protein_coding"
"ENSG00000137261"	"KIAA0319"	"6"	24544104	24646191	-1	"p22.3"	"protein_coding"
"ENSG00000137274"	"BPHL"	"6"	3118374	3153578	1	"p25.2"	"protein_coding"
"ENSG00000118492"	"ADGB"	"6"	146598967	146815462	1	"q24.3"	"protein_coding"
"ENSG00000216753"	"HMGA1P7"	"6"	134115235	134115736	-1	"q23.2"	"processed_pseudogene"
"ENSG00000213183"	"RPS7P8"	"6"	96648489	96649069	-1	"q16.1"	"processed_pseudogene"
"ENSG00000219139"	"TYMSP1"	"6"	96653274	96654142	1	"q16.1"	"processed_pseudogene"
"ENSG00000216518"	"EEF1GP6"	"6"	96750824	96751728	1	"q16.1"	"processed_pseudogene"
"ENSG00000112218"	"GPR63"	"6"	96794125	96837477	-1	"q16.1"	"protein_coding"
"ENSG00000228283"	"KATNBL1P6"	"6"	146802359	146803824	-1	"q24.3"	"transcribed_processed_pseudogene"
"ENSG00000123545"	"NDUFAF4"	"6"	96889315	96897891	-1	"q16.1"	"protein_coding"
"ENSG00000218186"	"KRT8P43"	"6"	24598012	24599790	1	"p22.3"	"processed_pseudogene"
"ENSG00000203808"	"BVES-AS1"	"6"	105136308	105169945	1	"q21"	"antisense"
"ENSG00000132429"	"POPDC3"	"6"	105157900	105180014	-1	"q21"	"protein_coding"
"ENSG00000145982"	"FARS2"	"6"	5261044	5829192	1	"p25.1"	"protein_coding"
"ENSG00000034693"	"PEX3"	"6"	143450805	143490616	1	"q24.2"	"protein_coding"
"ENSG00000112276"	"BVES"	"6"	105096822	105137157	-1	"q21"	"protein_coding"
"ENSG00000229036"	"VDAC1P8"	"6"	143490424	143506406	1	"q24.2"	"transcribed_processed_pseudogene"
"ENSG00000001036"	"FUCA2"	"6"	143494811	143511690	-1	"q24.2"	"protein_coding"
"ENSG00000218574"	"HNRNPA1P37"	"6"	5609227	5610195	-1	"p25.1"	"processed_pseudogene"
"ENSG00000170899"	"GSTA4"	"6"	52977948	52995304	-1	"p12.2"	"protein_coding"
"ENSG00000124523"	"SIRT5"	"6"	13574529	13615158	1	"p23"	"protein_coding"
"ENSG00000283293"	"RN7SK"	"6"	52995621	52995948	1	"p12.2"	"snRNA"
"ENSG00000111845"	"PAK1IP1"	"6"	10694972	10709782	1	"p24.2"	"protein_coding"
"ENSG00000111802"	"TDP2"	"6"	24649979	24666930	-1	"p22.3"	"protein_coding"
"ENSG00000112146"	"FBXO9"	"6"	53051991	53100873	1	"p12.1"	"protein_coding"
"ENSG00000135334"	"AKIRIN2"	"6"	87674860	87702233	-1	"q15"	"protein_coding"
"ENSG00000112144"	"ICK"	"6"	53001279	53061802	-1	"p12.1"	"protein_coding"
"ENSG00000031691"	"CENPQ"	"6"	49463370	49493107	1	"p12.3"	"protein_coding"
"ENSG00000203972"	"GLYATL3"	"6"	49499923	49528078	1	"p12.3"	"protein_coding"
"ENSG00000112679"	"DUSP22"	"6"	291630	351355	1	"p25.3"	"protein_coding"
"ENSG00000231120"	"BTF3P10"	"6"	149977922	149978416	1	"q25.1"	"processed_pseudogene"
"ENSG00000218358"	"RAET1K"	"6"	149998019	150005157	-1	"q25.1"	"transcribed_unprocessed_pseudogene"
"ENSG00000137267"	"TUBB2A"	"6"	3153666	3157544	-1	"p25.2"	"protein_coding"
"ENSG00000155918"	"RAET1L"	"6"	150018334	150025532	-1	"q25.1"	"protein_coding"
"ENSG00000111843"	"TMEM14C"	"6"	10722915	10731129	1	"p24.2"	"protein_coding"
"ENSG00000216444"	"RAET1M"	"6"	150032769	150033566	1	"q25.1"	"processed_pseudogene"
"ENSG00000213091"	"PHBP1"	"6"	150042546	150043353	1	"q25.1"	"processed_pseudogene"
"ENSG00000216819"	"TUBB2BP1"	"6"	3177044	3179764	-1	"p25.2"	"unprocessed_pseudogene"
"ENSG00000131019"	"ULBP3"	"6"	150061053	150069121	-1	"q25.1"	"protein_coding"
"ENSG00000230269"	"LINC02525"	"6"	3182744	3195756	-1	"p25.2"	"lincRNA"
"ENSG00000215057"	"PKMP5"	"6"	5972412	5974012	1	"p25.1"	"processed_pseudogene"
"ENSG00000198729"	"PPP1R14C"	"6"	150143044	150250392	1	"q25.1"	"protein_coding"
"ENSG00000112304"	"ACOT13"	"6"	24667035	24705065	1	"p22.3"	"protein_coding"
"ENSG00000112308"	"C6orf62"	"6"	24704861	24719998	-1	"p22.3"	"protein_coding"
"ENSG00000124785"	"NRN1"	"6"	5997999	6007605	-1	"p25.1"	"protein_coding"
"ENSG00000196634"	"LUADT1"	"6"	147158925	147180992	1	"q24.3"	"lincRNA"
"ENSG00000164506"	"STXBP5"	"6"	147204425	147390476	1	"q24.3"	"protein_coding"
"ENSG00000180822"	"PSMG4"	"6"	3231403	3303373	1	"p25.2"	"protein_coding"
"ENSG00000137285"	"TUBB2B"	"6"	3224277	3231730	-1	"p25.2"	"protein_coding"
"ENSG00000197261"	"C6orf141"	"6"	49550646	49561907	1	"p12.3"	"protein_coding"
"ENSG00000137266"	"SLC22A23"	"6"	3268962	3457022	-1	"p25.2"	"protein_coding"
"ENSG00000118434"	"SPACA1"	"6"	88047841	88066838	1	"q15"	"protein_coding"
"ENSG00000186231"	"KLHL32"	"6"	96924620	97140754	1	"q16.1"	"protein_coding"
"ENSG00000118432"	"CNR1"	"6"	88139864	88166359	-1	"q15"	"protein_coding"
"ENSG00000233452"	"STXBP5-AS1"	"6"	146841901	147204614	-1	"q24.3"	"antisense"
"ENSG00000204482"	"LST1"	"6"	31586124	31588909	1	"p21.33"	"protein_coding"
"ENSG00000009765"	"IYD"	"6"	150368892	150405969	1	"q25.1"	"protein_coding"
"ENSG00000225921"	"NOL7"	"6"	13615335	13632739	1	"p23"	"protein_coding"
"ENSG00000216998"	"CYP2AC1P"	"6"	49565924	49580166	-1	"p12.3"	"unitary_pseudogene"
"ENSG00000010017"	"RANBP9"	"6"	13621498	13711835	-1	"p23"	"protein_coding"
"ENSG00000220598"	"SSR1P1"	"6"	150384307	150385120	-1	"q25.1"	"processed_pseudogene"
"ENSG00000204475"	"NCR3"	"6"	31588895	31593006	-1	"p21.33"	"protein_coding"
"ENSG00000112077"	"RHAG"	"6"	49605158	49636884	-1	"p12.3"	"protein_coding"
"ENSG00000244731"	"C4A"	"6"	31982057	32002681	1	"p21.33"	"protein_coding"
"ENSG00000220267"	"ACTBP8"	"6"	88275882	88276989	-1	"q15"	"processed_pseudogene"
"ENSG00000204536"	"CCHCR1"	"6"	31142439	31158238	-1	"p21.33"	"protein_coding"
"ENSG00000124491"	"F13A1"	"6"	6144085	6321013	-1	"p25.1"	"protein_coding"
"ENSG00000204315"	"FKBPL"	"6"	32128707	32130288	-1	"p21.32"	"protein_coding"
"ENSG00000204348"	"DXO"	"6"	31969810	31972290	-1	"p21.33"	"protein_coding"
"ENSG00000258388"	"PPT2-EGFL8"	"6"	32153845	32171978	1	"p21.32"	"protein_coding"
"ENSG00000221988"	"PPT2"	"6"	32153441	32163678	1	"p21.32"	"protein_coding"
"ENSG00000111880"	"RNGTT"	"6"	88609897	88963618	-1	"q15"	"protein_coding"
"ENSG00000233627"	"C4A-AS1"	"6"	31999976	32003521	-1	"p21.33"	"antisense"
"ENSG00000204344"	"STK19"	"6"	31971091	31982821	1	"p21.33"	"protein_coding"
"ENSG00000235740"	"PHACTR2-AS1"	"6"	143554325	143562031	-1	"q24.2"	"antisense"
"ENSG00000118491"	"ZC2HC1B"	"6"	143864436	143938356	1	"q24.2"	"protein_coding"
"ENSG00000135521"	"LTV1"	"6"	143843338	143863812	1	"q24.2"	"protein_coding"
"ENSG00000120278"	"PLEKHG1"	"6"	150599883	150843665	1	"q25.1"	"protein_coding"
"ENSG00000112419"	"PHACTR2"	"6"	143536845	143831185	1	"q24.2"	"protein_coding"
"ENSG00000213089"	"PDCL3P5"	"6"	150827663	150828384	1	"q25.1"	"processed_pseudogene"
"ENSG00000241404"	"EGFL8"	"6"	32164595	32168281	1	"p21.32"	"protein_coding"
"ENSG00000204310"	"AGPAT1"	"6"	32168212	32178096	-1	"p21.32"	"protein_coding"
"ENSG00000112079"	"STK38"	"6"	36493892	36547479	-1	"p21.31"	"protein_coding"
"ENSG00000235238"	"SUMO2P1"	"6"	29636060	29636343	-1	"p22.1"	"processed_pseudogene"
"ENSG00000112782"	"CLIC5"	"6"	45880827	46080348	-1	"p21.1"	"protein_coding"
"ENSG00000254440"	"PBOV1"	"6"	138215986	138218491	-1	"q23.3"	"protein_coding"
"ENSG00000270419"	"CAHM"	"6"	163413065	163413960	-1	"q26"	"lincRNA"
"ENSG00000112379"	"ARFGEF3"	"6"	138161939	138344663	1	"q23.3"	"protein_coding"
"ENSG00000112378"	"PERP"	"6"	138088505	138107419	-1	"q23.3"	"protein_coding"
"ENSG00000112414"	"ADGRG6"	"6"	142301854	142446266	1	"q24.2"	"protein_coding"
"ENSG00000219463"	"RPSAP42"	"6"	137995270	137996147	1	"q23.3"	"processed_pseudogene"
"ENSG00000229017"	"LINC01277"	"6"	142966421	143038077	-1	"q24.2"	"lincRNA"
"ENSG00000112578"	"BYSL"	"6"	41921499	41933046	1	"p21.1"	"protein_coding"
"ENSG00000124641"	"MED20"	"6"	41905354	41921139	-1	"p21.1"	"protein_coding"
"ENSG00000225437"	"PACRG-AS2"	"6"	163042557	163054161	-1	"q26"	"antisense"
"ENSG00000185345"	"PRKN"	"6"	161347417	162727771	-1	"q26"	"protein_coding"
"ENSG00000281692"	"PACRG-AS1"	"6"	163309985	163324530	-1	"q26"	"antisense"
"ENSG00000227913"	"KRT8P44"	"6"	162568379	162569728	1	"q26"	"processed_pseudogene"
"ENSG00000112290"	"WASF1"	"6"	110099819	110180004	-1	"q21"	"protein_coding"
"ENSG00000112530"	"PACRG"	"6"	162727132	163315492	1	"q26"	"protein_coding"
"ENSG00000225683"	"PACRG-AS3"	"6"	163165414	163192002	-1	"q26"	"antisense"
"ENSG00000177468"	"OLIG3"	"6"	137492202	137494250	-1	"q23.3"	"protein_coding"
"ENSG00000137218"	"FRS3"	"6"	41770176	41786542	-1	"p21.1"	"protein_coding"
"ENSG00000146360"	"GPR6"	"6"	109978256	109980718	1	"q21"	"protein_coding"
"ENSG00000179165"	"PXT1"	"6"	36390551	36442854	-1	"p21.31"	"protein_coding"
"ENSG00000112078"	"KCTD20"	"6"	36442767	36491143	1	"p21.31"	"protein_coding"
"ENSG00000220091"	"LAP3P1"	"6"	82924829	82925122	-1	"q14.1"	"processed_pseudogene"
"ENSG00000118420"	"UBE3D"	"6"	82892390	83065841	-1	"q14.1"	"protein_coding"
"ENSG00000230913"	"NPM1P51"	"6"	41666906	41667649	1	"p21.1"	"processed_pseudogene"
"ENSG00000071994"	"PDCD2"	"6"	170575295	170584692	-1	"q27"	"protein_coding"
"ENSG00000112357"	"PEX7"	"6"	136822564	136913934	1	"q23.3"	"protein_coding"
"ENSG00000013375"	"PGM3"	"6"	83161150	83193936	-1	"q14.1"	"protein_coding"
"ENSG00000182747"	"SLC35D3"	"6"	136922301	136925660	1	"q23.3"	"protein_coding"
"ENSG00000230350"	"RPL35AP3"	"6"	136973930	136974217	-1	"q23.3"	"processed_pseudogene"
"ENSG00000016402"	"IL20RA"	"6"	136999971	137045180	-1	"q23.3"	"protein_coding"
"ENSG00000083097"	"DOP1A"	"6"	83067666	83171350	1	"q14.1"	"protein_coding"
"ENSG00000013392"	"RWDD2A"	"6"	83193357	83198935	1	"q14.1"	"protein_coding"
"ENSG00000112561"	"TFEB"	"6"	41683978	41736259	-1	"p21.1"	"protein_coding"
"ENSG00000217874"	"OR4F7P"	"6"	170639606	170640536	1	"q27"	"unprocessed_pseudogene"
"ENSG00000273640"	"WBP1LP8"	"6"	170651012	170651338	-1	"q27"	"processed_pseudogene"
"ENSG00000219814"	"RPL23AP47"	"6"	170745518	170745977	1	"q27"	"processed_pseudogene"
"ENSG00000180316"	"PNPLA1"	"6"	36243203	36312229	1	"p21.31"	"protein_coding"
